year,genre,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,cnt
1991,Jazz,0.5202808988764044,0.37492056179775274,0.4709955056179776,113.5811516853932,-14.168185393258415,0.6292134831460674,5.47191011235955,0.5856089325842697,0.335893320280899,0.15569887640449442,0.047080898876404494,298539.9831460674,35.12359550561798,178
1996,Jazz,0.5262083333333333,0.3601783333333333,0.46484583333333346,110.20041666666663,-14.292275000000005,0.55,5.208333333333333,0.6007760583333329,0.2879981524166666,0.1518533333333334,0.05705166666666666,282577.375,41.44166666666667,120
2001,Jazz,0.5623058823529411,0.39290705882352944,0.49514235294117653,120.46301176470588,-12.746599999999997,0.5764705882352941,4.741176470588235,0.5797267058823526,0.4280508130588236,0.12416117647058826,0.05476705882352942,304661.4823529412,44.04705882352941,85
2006,Jazz,0.5337586206896551,0.39634482758620687,0.4485120689655171,115.34318965517238,-13.227189655172417,0.46551724137931033,5.5,0.6109905172413792,0.3773089339655172,0.15933275862068969,0.051810344827586195,285845.8793103448,46.741379310344826,58
2011,Jazz,0.52865,0.4941650000000001,0.4538575000000001,107.3084,-9.817100000000002,0.475,4.3,0.5318550000000001,0.287000001,0.18297750000000004,0.05136,262592.95,48.85,40
2016,Jazz,0.5579285714285714,0.4857857142857143,0.42742857142857144,106.04214285714286,-9.730857142857143,0.7142857142857143,4.5,0.49642857142857144,0.17702417214285715,0.15961428571428574,0.05330714285714285,280657.85714285716,51.92857142857143,14
2021,Jazz,0.688,0.5005,0.4555,160.1125,-5.3405000000000005,0.5,0.5,0.446,9.35e-06,0.3675,0.21610000000000001,183614.5,67.5,2
1926,Vocal,0.501,0.07035,0.4125,109.084,-13.901499999999999,0.5,1.5,0.9495,0.007002934999999999,0.36400000000000005,0.0427,187520.0,1.5,2
1931,Vocal,0.5236176470588234,0.12735294117647059,0.4104264705882353,104.82764705882354,-18.05152941176471,0.7941176470588235,5.294117647058823,0.9723529411764704,0.10288751794117647,0.17489117647058827,0.08865588235294118,186225.67647058822,4.176470588235294,34
1936,Vocal,0.619728323699422,0.22285520231213876,0.588608092485549,111.61562716763011,-12.820595375722544,0.6589595375722543,5.280346820809249,0.9210000000000002,0.032618012947976886,0.2037916184971099,0.06350722543352606,176709.4768786127,11.621387283236995,346
1941,Vocal,0.5884394904458601,0.23719490445859878,0.5784455414012737,108.6874713375796,-13.373636942675162,0.6592356687898089,5.328025477707007,0.9141847133757978,0.05064613,0.20981815286624197,0.0655175159235669,175537.41719745222,4.592356687898089,314
1946,Vocal,0.4882330097087379,0.2552916990291263,0.48974757281553405,113.38756310679614,-13.48600000000001,0.7378640776699029,5.29126213592233,0.887946601941747,0.054714281699029116,0.2781150485436895,0.07675291262135926,176557.6941747573,12.490291262135923,206
1951,Vocal,0.41005509641873267,0.21995344352617058,0.37197134986225916,109.28172176308537,-13.731002754820933,0.7355371900826446,5.245179063360881,0.900600550964187,0.02281825537190083,0.20265123966942133,0.05192617079889805,179438.12121212122,9.650137741046832,363
1956,Vocal,0.43301981505944537,0.21347653896961707,0.3817095112285336,107.78825363276091,-13.671656538969604,0.7331571994715984,5.166446499339498,0.8828692206076624,0.026285479484808413,0.21474306472919424,0.0622992073976222,179407.31836195508,11.652575957727873,757
1961,Vocal,0.43152068181818104,0.2204554886363637,0.3733360227272731,109.03248181818186,-14.406086931818184,0.6948863636363637,5.311931818181818,0.8317659659090914,0.013642136130681833,0.20429965909090966,0.05923954545454545,195875.13011363638,19.75625,1760
1966,Vocal,0.41577567298105705,0.2765040578265205,0.4212886340977063,109.22405184446666,-13.598769690927215,0.7387836490528414,5.143569292123629,0.7826071784646063,0.008520864915254242,0.20737726819541366,0.0495497507477567,179119.89531405782,22.935194416749752,1003
1971,Vocal,0.4159688679245282,0.36400919811320775,0.4473841981132073,110.64116981132074,-12.362915094339643,0.7264150943396226,5.507075471698113,0.7248205424528299,0.020117623749999997,0.25777924528301904,0.06047995283018869,195891.2783018868,31.662735849056602,424
1976,Vocal,0.42788888888888865,0.37086507936507945,0.4749666666666667,114.82179365079365,-13.295769841269838,0.6904761904761905,4.761904761904762,0.6594944444444447,0.023889868809523807,0.2108309523809524,0.06504603174603175,219965.82539682538,35.333333333333336,126
1981,Vocal,0.5029616666666664,0.38697749999999986,0.4926466666666666,116.44205000000002,-14.467391666666666,0.7,4.741666666666666,0.5218325000000001,0.022051686083333334,0.2511833333333333,0.06189333333333332,245599.5,35.99166666666667,120
1986,Vocal,0.50796,0.38293066666666664,0.47486266666666666,112.67894666666669,-13.915760000000006,0.6933333333333334,4.986666666666666,0.5915902666666668,0.00766981693333333,0.17323200000000005,0.05283066666666668,238085.58666666667,36.96,75
1991,Vocal,0.47666141732283474,0.2797297637795277,0.43305511811023617,111.66387401574808,-14.65942519685039,0.7086614173228346,5.566929133858268,0.7528669291338579,0.04872127629921259,0.169144094488189,0.05627244094488189,205056.71653543308,38.37795275590551,127
1996,Vocal,0.47892941176470616,0.23625980392156867,0.4423676470588236,113.60899019607845,-14.275813725490192,0.7647058823529411,5.421568627450981,0.7929196078431368,0.013623883921568627,0.20824019607843133,0.06188235294117647,198554.9705882353,41.529411764705884,102
2001,Vocal,0.5118902439024388,0.2685512195121952,0.4421756097560975,107.58114634146338,-13.634621951219506,0.6829268292682927,5.2560975609756095,0.7435109756097563,0.025082225000000003,0.20877804878048795,0.06839634146341464,205349.3780487805,45.58536585365854,82
2006,Vocal,0.48202985074626875,0.3796791044776118,0.39600447761194035,117.89443283582092,-10.258179104477609,0.7014925373134329,4.656716417910448,0.7025522388059701,0.0019148732835820895,0.171565671641791,0.057965671641791054,212954.35820895524,49.014925373134325,67
2011,Vocal,0.48412820512820515,0.3682743589743589,0.3787358974358975,116.8886923076923,-10.713589743589742,0.717948717948718,5.461538461538462,0.6773856410256409,0.029983117179487182,0.20565897435897434,0.038710256410256404,219679.97435897434,52.64102564102564,39
2016,Vocal,0.462,0.40909642857142864,0.4233928571428572,109.07960714285716,-9.194928571428573,0.8214285714285714,4.75,0.7005678571428574,0.0008241253571428572,0.18593214285714285,0.04895357142857142,202086.25,56.714285714285715,28
2021,Vocal,0.4033333333333333,0.459,0.24899999999999997,119.48666666666666,-6.696999999999999,0.6666666666666666,7.0,0.7286666666666667,0.00021166666666666667,0.10153333333333332,0.034300000000000004,221906.66666666666,77.0,3
1941,Latin,0.522,0.665,0.815,118.786,-7.876,1.0,11.0,0.836,0.19699999999999998,0.7809999999999999,0.127,173756.0,1.0,1
1946,Latin,0.5597037037037036,0.48469407407407394,0.7968518518518519,120.30022222222223,-9.15488888888889,0.6666666666666666,5.555555555555555,0.7834444444444445,0.03184490555555555,0.1695259259259259,0.1182444444444444,162085.92592592593,0.4444444444444444,27
1951,Latin,0.6137196261682245,0.4348971962616822,0.6704018691588786,115.48185981308407,-11.276018691588789,0.6448598130841121,4.682242990654205,0.8237785046728973,0.32512981130841123,0.20257570093457947,0.05493738317757007,169024.52336448597,12.037383177570094,107
1956,Latin,0.4968235294117647,0.4524970588235295,0.6420196078431373,118.78440196078424,-9.231186274509804,0.696078431372549,5.098039215686274,0.8171372549019613,0.1371631055882353,0.2348980392156862,0.056331372549019605,167081.5588235294,9.470588235294118,102
1961,Latin,0.4890909090909091,0.3543390909090908,0.6035227272727278,110.73667727272733,-11.697372727272734,0.7318181818181818,4.777272727272727,0.756881818181818,0.049770742181818164,0.22259181818181817,0.049908181818181775,170840.49545454545,21.613636363636363,220
1966,Latin,0.5602035398230085,0.45209778761061964,0.6797035398230087,113.86573893805304,-11.889433628318596,0.6150442477876106,5.424778761061947,0.6974349557522126,0.09424730411504426,0.1971168141592921,0.05593893805309735,181800.65486725664,24.831858407079647,226
1971,Latin,0.5290638297872339,0.4509268085106383,0.6782459574468083,115.23562553191492,-10.877268085106381,0.6510638297872341,5.323404255319149,0.5985680851063833,0.13423695817021272,0.17620297872340415,0.04367319148936166,192943.16170212766,31.88936170212766,235
1976,Latin,0.5352355371900823,0.5041549586776861,0.6749066115702478,118.29283057851246,-9.70554545454546,0.6694214876033058,5.466942148760331,0.5429471074380169,0.07465614132231399,0.1970958677685951,0.054418595041322314,231274.79752066114,35.85537190082645,242
1981,Latin,0.5110000000000001,0.4696587755102041,0.6040938775510206,117.56298775510211,-9.734848979591836,0.6693877551020408,5.420408163265306,0.5603167346938773,0.045951498530612235,0.19454938775510194,0.05307918367346937,242134.53469387756,40.96734693877551,245
1986,Latin,0.6111333333333334,0.5042422222222217,0.6862149999999998,118.35885000000002,-10.81914444444444,0.7333333333333333,5.061111111111111,0.5148490277777775,0.04274966388888887,0.19002000000000002,0.05612249999999999,225020.40555555557,41.325,360
1991,Latin,0.5925719921104543,0.5694591715976327,0.6676319526627216,122.20033136094672,-9.6423865877712,0.7041420118343196,5.076923076923077,0.46102233721893515,0.029567181380670604,0.1884118343195267,0.049678106508875726,242450.6627218935,43.78303747534517,507
1996,Latin,0.6129516908212561,0.5584848631239938,0.690578582930757,121.20761352657011,-9.017753623188419,0.7665056360708534,5.27536231884058,0.39452070225442815,0.013962138180354265,0.18219339774557167,0.05504396135265701,231002.69887278584,46.96779388083736,621
2001,Latin,0.6150863636363639,0.6076681818181822,0.6483788636363644,120.758259090909,-8.016452272727266,0.7204545454545455,5.3090909090909095,0.4142928477272729,0.018381794409090914,0.19366159090909088,0.04795045454545457,242896.83636363636,49.731818181818184,440
2006,Latin,0.6646923076923078,0.6456461538461536,0.6669867374005309,119.64937400530512,-7.13277984084881,0.6710875331564987,5.355437665782493,0.3238432095490716,0.010714358965517243,0.171033421750663,0.059336074270557065,235027.92838196288,53.785145888594165,377
2011,Latin,0.6591869158878504,0.6845794392523364,0.6725199376947042,124.1654174454829,-6.4198878504672905,0.6199376947040498,4.7725856697819315,0.3120844361370717,0.007891590965732088,0.19488504672897197,0.06545451713395635,239091.2710280374,56.925233644859816,321
2016,Latin,0.6635714285714286,0.6761972727272727,0.6811558441558445,126.58363636363637,-6.108272727272728,0.6558441558441559,5.116883116883117,0.34682876623376624,0.014334060129870131,0.21190714285714285,0.06329610389610395,231672.77272727274,59.66883116883117,154
2021,Latin,0.726515337423313,0.7278036809815951,0.6594907975460121,119.94729447852761,-4.590871165644173,0.48466257668711654,6.134969325153374,0.22650147239263801,0.004601129202453989,0.17695521472392634,0.11132085889570557,227166.8527607362,58.263803680981596,163
1926,Classical,0.3755,0.1891,0.497,143.0285,-19.2815,1.0,3.0,0.9925,0.34885,0.3925,0.040650000000000006,234687.0,0.0,2
1931,Classical,0.35000000000000003,0.20600000000000002,0.22125,92.178,-13.955499999999999,0.5,7.5,0.98275,0.045083084999999995,0.255,0.08654999999999999,200602.5,0.5,4
1936,Classical,0.3246,0.18432350000000003,0.34020500000000004,111.36555000000001,-17.29015,0.9,4.9,0.88235,0.4758265,0.20088999999999996,0.043815,323183.4,0.05,20
1941,Classical,0.3548384615384616,0.14172153846153845,0.3840015384615382,112.62396153846146,-18.439369230769238,0.9,4.946153846153846,0.950215384615384,0.4747114615384615,0.17001846153846156,0.04278692307692309,387690.73846153845,0.007692307692307693,130
1946,Classical,0.3602942857142859,0.16057142857142856,0.29834095238095226,100.19824761904762,-18.822009523809534,0.8476190476190476,5.314285714285714,0.960742857142857,0.3793137144761906,0.20577714285714294,0.06437809523809525,260006.7619047619,0.45714285714285713,105
1951,Classical,0.334048268398269,0.1669026515151515,0.27803484848484833,108.62076839826837,-18.644761904761907,0.7835497835497836,4.707792207792208,0.9336731601731605,0.47681285428571424,0.1944099567099567,0.05447813852813853,313724.9935064935,0.9567099567099567,462
1956,Classical,0.36520632911392387,0.1701161392405064,0.26850864978902944,103.35019831223633,-18.419314345991562,0.810126582278481,4.993670886075949,0.9612215189873423,0.26769817449367084,0.23561814345991552,0.09586518987341776,252660.05274261604,4.843881856540085,474
