influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start
112789,Korn,Pop/Rock,1990,441,P.O.D.,Pop/Rock,1990
134729,Faith No More,Pop/Rock,1980,441,P.O.D.,Pop/Rock,1990
175775,Eek-A-Mouse,Reggae,1980,441,P.O.D.,Pop/Rock,1990
295756,Santana,Pop/Rock,1960,441,P.O.D.,Pop/Rock,1990
359326,Primus,Pop/Rock,1990,441,P.O.D.,Pop/Rock,1990
446509,Metallica,Pop/Rock,1980,441,P.O.D.,Pop/Rock,1990
485135,311,Pop/Rock,1990,441,P.O.D.,Pop/Rock,1990
579839,Suicidal Tendencies,Pop/Rock,1980,441,P.O.D.,Pop/Rock,1990
741746,Sepultura,Pop/Rock,1980,441,P.O.D.,Pop/Rock,1990
789064,Extreme,Pop/Rock,1980,441,P.O.D.,Pop/Rock,1990
790820,Tool,Pop/Rock,1990,441,P.O.D.,Pop/Rock,1990
796045,Fishbone,Pop/Rock,1970,441,P.O.D.,Pop/Rock,1990
806829,Jane's Addiction,Pop/Rock,1980,441,P.O.D.,Pop/Rock,1990
825087,Living Colour,Pop/Rock,1980,441,P.O.D.,Pop/Rock,1990
863790,Rage Against the Machine,Pop/Rock,1990,441,P.O.D.,Pop/Rock,1990
883318,Red Hot Chili Peppers,Pop/Rock,1980,441,P.O.D.,Pop/Rock,1990
151290,BÃ©la Fleck,Jazz,1970,589,Tony Furtado,Pop/Rock,1980
286662,Sam Bush,Country,1960,589,Tony Furtado,Pop/Rock,1980
748421,Trey Anastasio,Pop/Rock,1980,589,Tony Furtado,Pop/Rock,1980
5953,Alice Cooper,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
12654,Spinal Tap,Comedy/Spoken,1980,1098,Soundgarden,Pop/Rock,1980
59537,Blue Cheer,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
61938,Blue Ã–yster Cult,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
75264,Bad Brains,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980
81493,Killing Joke,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980
84209,Kiss,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980
91650,Black Flag,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980
130932,Crazy Horse,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
139026,Led Zeppelin,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
182598,MC5,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
187581,Funkadelic,R&B;,1960,1098,Soundgarden,Pop/Rock,1980
200968,Gene Simmons,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
349157,Melvins,Pop/Rock,1980,1098,Soundgarden,Pop/Rock,1980
354105,Jimi Hendrix,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
379125,Neil Young,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
390390,Ohio Players,R&B;,1950,1098,Soundgarden,Pop/Rock,1980
446509,Metallica,Pop/Rock,1980,1098,Soundgarden,Pop/Rock,1980
485791,Wipers,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980
490004,Ramones,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980
503913,Mountain,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
562304,The Stooges,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
574772,AC/DC,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980
604852,Aerosmith,Pop/Rock,1970,1098,Soundgarden,Pop/Rock,1980
623985,Budgie,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
754032,The Beatles,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
755156,Sonic Youth,Pop/Rock,1980,1098,Soundgarden,Pop/Rock,1980
771438,Black Sabbath,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
772567,Iron Butterfly,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
840402,The Velvet Underground,Pop/Rock,1960,1098,Soundgarden,Pop/Rock,1980
8828,Spice Girls,Pop/Rock,1990,1113,t.A.T.u.,Pop/Rock,2000
81403,Boney M.,Pop/Rock,1970,1113,t.A.T.u.,Pop/Rock,2000
546214,Gwen Stefani,Pop/Rock,1980,1113,t.A.T.u.,Pop/Rock,2000
628467,Britney Spears,Pop/Rock,1990,1113,t.A.T.u.,Pop/Rock,2000
13384,Tanya Tucker,Country,1970,1433,Pam Tillis,Country,1980
19241,Patty Loveless,Country,1970,1433,Pam Tillis,Country,1980
65397,Bobbie Gentry,Country,1960,1433,Pam Tillis,Country,1980
86312,The Judds,Country,1980,1433,Pam Tillis,Country,1980
99753,Connie Smith,Country,1960,1433,Pam Tillis,Country,1980
136640,Tammy Wynette,Country,1960,1433,Pam Tillis,Country,1980
175286,Dolly Parton,Country,1950,1433,Pam Tillis,Country,1980
210512,Janie Fricke,Country,1970,1433,Pam Tillis,Country,1980
234325,Loretta Lynn,Country,1960,1433,Pam Tillis,Country,1980
409954,Ray Price,Country,1940,1433,Pam Tillis,Country,1980
749175,Skeeter Davis,Country,1950,1433,Pam Tillis,Country,1980
804289,Lynn Anderson,Country,1960,1433,Pam Tillis,Country,1980
50493,Soulfly,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990
96977,In Flames,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990
97325,Biohazard,Pop/Rock,1980,1498,All That Remains,Pop/Rock,1990
219966,Vision of Disorder,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990
561105,Hatebreed,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990
607053,At the Gates,Pop/Rock,1990,1498,All That Remains,Pop/Rock,1990
1528006,Olivier Messiaen,Classical,1930,1589,GyÃ¶rgy KurtÃ¡g,Classical,1960
559405,Daddy Yankee,Latin,1990,1611,Speedy,Electronic,2000
156886,Spyro Gyra,Jazz,1970,2252,Allan Holdsworth,Pop/Rock,1970
112017,Jo Stafford,Vocal,1930,2273,Allan Sherman,Comedy/Spoken,1960
203804,Victor Borge,Comedy/Spoken,1950,2273,Allan Sherman,Comedy/Spoken,1960
588679,Theodore Bikel,Folk,1950,2273,Allan Sherman,Comedy/Spoken,1960
744548,Spike Jones,Comedy/Spoken,1930,2273,Allan Sherman,Comedy/Spoken,1960
38936,Simon & Garfunkel,Pop/Rock,1950,2330,Sergio Mendes,Easy Listening,1960
41874,The Beach Boys,Pop/Rock,1960,2330,Sergio Mendes,Easy Listening,1960
249175,Les Baxter,Easy Listening,1940,2330,Sergio Mendes,Easy Listening,1960
639397,Caetano Veloso,Latin,1960,2330,Sergio Mendes,Easy Listening,1960
642542,Burt Bacharach,Pop/Rock,1950,2330,Sergio Mendes,Easy Listening,1960
754032,The Beatles,Pop/Rock,1960,2330,Sergio Mendes,Easy Listening,1960
765585,Baden Powell,Latin,1960,2330,Sergio Mendes,Easy Listening,1960
781837,AntÃ´nio Carlos Jobim,Latin,1950,2330,Sergio Mendes,Easy Listening,1960
785283,JoÃ£o Gilberto,International,1950,2330,Sergio Mendes,Easy Listening,1960
792507,Frank Sinatra,Vocal,1930,2330,Sergio Mendes,Easy Listening,1960
798543,EdÃº Lobo,Latin,1960,2330,Sergio Mendes,Easy Listening,1960
183867,John Cage,Classical,1930,2411,Tangerine Dream,Electronic,1960
346336,Pink Floyd,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960
354105,Jimi Hendrix,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960
423829,Miles Davis,Jazz,1940,2411,Tangerine Dream,Electronic,1960
750519,Terry Riley,Avant-Garde,1960,2411,Tangerine Dream,Electronic,1960
754032,The Beatles,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960
840102,Jefferson Airplane,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960
988440,Grateful Dead,Pop/Rock,1960,2411,Tangerine Dream,Electronic,1960
133969,Joan Armatrading,Pop/Rock,1970,2578,Tanita Tikaram,Pop/Rock,1980
7689,TLC,R&B;,1990,2750,Total,R&B;,1990
160690,En Vogue,R&B;,1990,2750,Total,R&B;,1990
208774,Janet Jackson,R&B;,1970,2750,Total,R&B;,1990
262255,Mariah Carey,R&B;,1980,2750,Total,R&B;,1990
319347,R. Kelly,R&B;,1990,2750,Total,R&B;,1990
376204,Mary J. Blige,R&B;,1990,2750,Total,R&B;,1990
802302,Chaka Khan,R&B;,1960,2750,Total,R&B;,1990
820434,Whitney Houston,R&B;,1980,2750,Total,R&B;,1990
112462,Cream,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
139026,Led Zeppelin,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
176936,Elmore James,Blues,1930,2867,Pat Travers,Pop/Rock,1970
187478,Eric Clapton,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
192382,Deep Purple,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
240865,Jeff Beck,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
255371,Leslie West,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
354105,Jimi Hendrix,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
489303,The Yardbirds,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
824599,Little Walter,Blues,1940,2867,Pat Travers,Pop/Rock,1970
831381,Robin Trower,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
894465,The Rolling Stones,Pop/Rock,1960,2867,Pat Travers,Pop/Rock,1970
18977,Barry Manilow,Pop/Rock,1970,3170,Pablo Cruise,Pop/Rock,1970
19297,America,Pop/Rock,1970,3170,Pablo Cruise,Pop/Rock,1970
297894,Poco,Pop/Rock,1960,3170,Pablo Cruise,Pop/Rock,1970
517607,Brand New,Pop/Rock,2000,3226,Alexisonfire,Pop/Rock,2000
583618,Sunny Day Real Estate,Pop/Rock,1990,3226,Alexisonfire,Pop/Rock,2000
626463,Stone Temple Pilots,Pop/Rock,1990,3226,Alexisonfire,Pop/Rock,2000
859509,Quicksand,Pop/Rock,1990,3226,Alexisonfire,Pop/Rock,2000
101895,Joe,R&B;,1990,3426,Tank,R&B;,2000
319347,R. Kelly,R&B;,1990,3426,Tank,R&B;,2000
239859,Leonard Bernstein,Classical,1940,3595,Andrew Lloyd Webber,Stage & Screen,1960
304458,Jule Styne,Stage & Screen,1930,3595,Andrew Lloyd Webber,Stage & Screen,1960
649950,George Martin,Pop/Rock,1950,3595,Andrew Lloyd Webber,Stage & Screen,1960
691807,Stephen Sondheim,Stage & Screen,1950,3595,Andrew Lloyd Webber,Stage & Screen,1960
754032,The Beatles,Pop/Rock,1960,3595,Andrew Lloyd Webber,Stage & Screen,1960
178014,U-Roy,Reggae,1960,3627,Pato Banton,Reggae,1980
246768,Derrick Morgan,Reggae,1950,3627,Pato Banton,Reggae,1980
295276,Jimmy Cliff,Reggae,1960,3627,Pato Banton,Reggae,1980
603590,Aswad,Reggae,1970,3627,Pato Banton,Reggae,1980
745584,Steel Pulse,Reggae,1970,3627,Pato Banton,Reggae,1980
790988,Toots & the Maytals,Reggae,1960,3627,Pato Banton,Reggae,1980
819344,Desmond Dekker,Reggae,1960,3627,Pato Banton,Reggae,1980
855773,Prince Jazzbo,Reggae,1970,3627,Pato Banton,Reggae,1980
131627,Creedence Clearwater Revival,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980
137580,The Cramps,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980
170369,Lynyrd Skynyrd,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980
207735,Charlie Feathers,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980
240311,Link Wray,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980
289177,Sam the Sham & the Pharaohs,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980
309458,Screamin' Jay Hawkins,R&B;,1950,3669,Southern Culture on the Skids,Pop/Rock,1980
332141,Jerry Lee Lewis,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980
519637,Brian Setzer,Pop/Rock,1980,3669,Southern Culture on the Skids,Pop/Rock,1980
578028,Mojo Nixon,Pop/Rock,1980,3669,Southern Culture on the Skids,Pop/Rock,1980
584923,Dave Edmunds,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980
690254,ZZ Top,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980
744265,Tony Joe White,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980
767068,Keith Richards,Pop/Rock,1960,3669,Southern Culture on the Skids,Pop/Rock,1980
816890,Johnny Cash,Country,1950,3669,Southern Culture on the Skids,Pop/Rock,1980
921965,The Ventures,Pop/Rock,1950,3669,Southern Culture on the Skids,Pop/Rock,1980
923384,Molly Hatchet,Pop/Rock,1970,3669,Southern Culture on the Skids,Pop/Rock,1980
532957,Cab Calloway,Jazz,1930,3829,T-Bone Walker,Blues,1930
805930,Charlie Christian,Jazz,1930,3829,T-Bone Walker,Blues,1930
178014,U-Roy,Reggae,1960,4358,Tony Rebel,Reggae,1990
91650,Black Flag,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980
123007,The Dickies,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980
490141,The Weirdos,Pop/Rock,1970,4451,T.S.O.L.,Pop/Rock,1980
42234,Steven Halpern,New Age,1970,4458,Parijat,New Age,2000
536122,George Duke,Jazz,1960,4553,T-Connection,R&B;,1970
31380,Paula Abdul,Pop/Rock,1980,4852,Selena,Latin,1980
122754,Cyndi Lauper,Pop/Rock,1970,4852,Selena,Latin,1980
145443,Fito Olivares,Latin,1990,4852,Selena,Latin,1980
208774,Janet Jackson,R&B;,1970,4852,Selena,Latin,1980
237205,Madonna,Pop/Rock,1980,4852,Selena,Latin,1980
492331,Pretenders,Pop/Rock,1970,4852,Selena,Latin,1980
661524,Donna Summer,R&B;,1970,4852,Selena,Latin,1980
664817,Gloria Estefan,Pop/Rock,1970,4852,Selena,Latin,1980
806336,Los Tigres del Norte,Latin,1970,4852,Selena,Latin,1980
100160,The Kinks,Pop/Rock,1960,4955,Space,Pop/Rock,1990
577627,The Who,Pop/Rock,1960,4955,Space,Pop/Rock,1990
1190,Syreeta,R&B;,1960,5307,Alicia Keys,R&B;,1990
7689,TLC,R&B;,1990,5307,Alicia Keys,R&B;,1990
74195,Natalie Cole,R&B;,1950,5307,Alicia Keys,R&B;,1990
101946,Isaac Hayes,R&B;,1960,5307,Alicia Keys,R&B;,1990
134600,D'Angelo,R&B;,1990,5307,Alicia Keys,R&B;,1990
164053,Faith Evans,R&B;,1990,5307,Alicia Keys,R&B;,1990
165011,Dionne Warwick,R&B;,1960,5307,Alicia Keys,R&B;,1990
170770,Erykah Badu,R&B;,1990,5307,Alicia Keys,R&B;,1990
208774,Janet Jackson,R&B;,1970,5307,Alicia Keys,R&B;,1990
279337,Sade,R&B;,1980,5307,Alicia Keys,R&B;,1990
290072,Roberta Flack,R&B;,1960,5307,Alicia Keys,R&B;,1990
316834,Marvin Gaye,R&B;,1950,5307,Alicia Keys,R&B;,1990
361393,Prince,R&B;,1970,5307,Alicia Keys,R&B;,1990
376204,Mary J. Blige,R&B;,1990,5307,Alicia Keys,R&B;,1990
411761,Nina Simone,Vocal,1950,5307,Alicia Keys,R&B;,1990
568861,The Sweet Inspirations,R&B;,1950,5307,Alicia Keys,R&B;,1990
614823,Brenda Russell,R&B;,1970,5307,Alicia Keys,R&B;,1990
622805,Stevie Wonder,R&B;,1960,5307,Alicia Keys,R&B;,1990
866491,Maxwell,R&B;,1990,5307,Alicia Keys,R&B;,1990
887806,Oleta Adams,Pop/Rock,1980,5307,Alicia Keys,R&B;,1990
927555,Aretha Franklin,R&B;,1950,5307,Alicia Keys,R&B;,1990
933172,Allen Toussaint,R&B;,1950,5307,Alicia Keys,R&B;,1990
22124,Slayer,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
84209,Kiss,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980
91650,Black Flag,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980
98465,Iron Maiden,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980
105422,Corrosion of Conformity,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
163386,Exhorder,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
192382,Deep Purple,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980
246611,Judas Priest,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980
260206,Van Halen,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980
287259,Saint Vitus,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
315403,Venom,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980
371258,Napalm Death,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
386253,Negative Approach,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
406294,Megadeth,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
424244,Ozzy Osbourne,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980
446509,Metallica,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
490952,Anthrax,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
501407,MotÃ¶rhead,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980
561715,Godflesh,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
579839,Suicidal Tendencies,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
588450,Annihilator,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
604852,Aerosmith,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980
673208,Manowar,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
749970,Ted Nugent,Pop/Rock,1950,5441,Pantera,Pop/Rock,1980
751910,Testament,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
771438,Black Sabbath,Pop/Rock,1960,5441,Pantera,Pop/Rock,1980
925852,Anvil,Pop/Rock,1970,5441,Pantera,Pop/Rock,1980
957085,Danzig,Pop/Rock,1980,5441,Pantera,Pop/Rock,1980
1098,Soundgarden,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
22124,Slayer,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
134729,Faith No More,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
223627,John Frusciante,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
260206,Van Halen,Pop/Rock,1970,5501,System of a Down,Pop/Rock,1990
280956,Rollins Band,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
351733,Nine Inch Nails,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
357406,Nirvana,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
388198,Neurosis,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
424244,Ozzy Osbourne,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990
446509,Metallica,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
506513,Mr. Bungle,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
572737,Helmet,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
579839,Suicidal Tendencies,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
741746,Sepultura,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
754032,The Beatles,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990
771438,Black Sabbath,Pop/Rock,1960,5501,System of a Down,Pop/Rock,1990
790820,Tool,Pop/Rock,1990,5501,System of a Down,Pop/Rock,1990
806829,Jane's Addiction,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
825251,Marilyn Manson,Pop/Rock,1980,5501,System of a Down,Pop/Rock,1990
863790,Rage Against the Machine,Pop/Rock,1990,5501,System of a Down,Pop/Rock,1990
66915,Bob Dylan,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960
100160,The Kinks,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960
120521,Chuck Berry,Pop/Rock,1950,5882,T. Rex,Pop/Rock,1960
180228,Elvis Presley,Pop/Rock,1950,5882,T. Rex,Pop/Rock,1960
354105,Jimi Hendrix,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960
489303,The Yardbirds,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960
577627,The Who,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960
799053,Donovan,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960
824022,Little Richard,Pop/Rock,1950,5882,T. Rex,Pop/Rock,1960
894465,The Rolling Stones,Pop/Rock,1960,5882,T. Rex,Pop/Rock,1960
16835,The Paul Butterfield Blues Band,Blues,1960,5953,Alice Cooper,Pop/Rock,1960
22928,Steppenwolf,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
41874,The Beach Boys,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
46120,The Amboy Dukes,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
66915,Bob Dylan,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
76057,King Crimson,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
100160,The Kinks,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
114342,The Doors,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
137474,Laura Nyro,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
138699,Frank Zappa,Pop/Rock,1950,5953,Alice Cooper,Pop/Rock,1960
182598,MC5,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
239859,Leonard Bernstein,Classical,1940,5953,Alice Cooper,Pop/Rock,1960
309458,Screamin' Jay Hawkins,R&B;,1950,5953,Alice Cooper,Pop/Rock,1960
311674,Vanilla Fudge,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
327765,John Barry,Stage & Screen,1950,5953,Alice Cooper,Pop/Rock,1960
346336,Pink Floyd,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
354105,Jimi Hendrix,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
489303,The Yardbirds,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
489676,The Pretty Things,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
562304,The Stooges,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
577627,The Who,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
642542,Burt Bacharach,Pop/Rock,1950,5953,Alice Cooper,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
772567,Iron Butterfly,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
894465,The Rolling Stones,Pop/Rock,1960,5953,Alice Cooper,Pop/Rock,1960
6334,Tony Bennett,Vocal,1940,5980,Paolo Conte,Vocal,1970
66915,Bob Dylan,Pop/Rock,1960,5980,Paolo Conte,Vocal,1970
150629,Ã‰dith Piaf,Vocal,1930,5980,Paolo Conte,Vocal,1970
695189,Yves Montand,Vocal,1940,5980,Paolo Conte,Vocal,1970
792507,Frank Sinatra,Vocal,1930,5980,Paolo Conte,Vocal,1970
804476,Charles Aznavour,Vocal,1930,5980,Paolo Conte,Vocal,1970
958533,Dave Brubeck,Jazz,1940,5980,Paolo Conte,Vocal,1970
28692,Terry Gibbs,Jazz,1940,6143,Alice Coltrane,Jazz,1960
175553,John Coltrane,Jazz,1940,6143,Alice Coltrane,Jazz,1960
208404,Dexter Gordon,Jazz,1940,6143,Alice Coltrane,Jazz,1960
404463,Ravi Shankar,International,1930,6143,Alice Coltrane,Jazz,1960
640675,Bud Powell,Jazz,1940,6143,Alice Coltrane,Jazz,1960
868092,McCoy Tyner,Jazz,1960,6143,Alice Coltrane,Jazz,1960
749222,Paul Oakenfold,Electronic,1980,6232,Robert Miles,Electronic,1980
752945,Paul van Dyk,Electronic,1990,6232,Robert Miles,Electronic,1980
37730,Pearl Jam,Pop/Rock,1990,6310,Semisonic,Pop/Rock,1990
39258,Paul Westerberg,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990
47789,BoDeans,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990
51992,Big Star,Pop/Rock,1970,6310,Semisonic,Pop/Rock,1990
66915,Bob Dylan,Pop/Rock,1960,6310,Semisonic,Pop/Rock,1990
78741,The Connells,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990
130173,Crowded House,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990
184043,Foo Fighters,Pop/Rock,1990,6310,Semisonic,Pop/Rock,1990
287917,Lindsey Buckingham,Pop/Rock,1960,6310,Semisonic,Pop/Rock,1990
350840,Jimmy Buffett,Pop/Rock,1960,6310,Semisonic,Pop/Rock,1990
387530,Matthew Sweet,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990
490554,The Posies,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990
612716,Tom Petty,Pop/Rock,1970,6310,Semisonic,Pop/Rock,1990
853492,Marshall Crenshaw,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990
898479,The Smithereens,Pop/Rock,1980,6310,Semisonic,Pop/Rock,1990
936425,Todd Rundgren,Pop/Rock,1960,6310,Semisonic,Pop/Rock,1990
987491,Gram Parsons,Pop/Rock,1960,6310,Semisonic,Pop/Rock,1990
11707,Steely Dan,Pop/Rock,1970,6320,Toto,Pop/Rock,1970
41874,The Beach Boys,Pop/Rock,1960,6320,Toto,Pop/Rock,1970
