artist_name,artist_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,count
Red Hot Chili Peppers,883318,0.547803653,0.82326484,0.509851142,117.0217306,-5.578041096,1,0,0.056689477,0.075691456,0.181637443,0.077571689,241409.3881,47.77625571,438
Javier SolÃ­s,216348,0.445315668,0.304842396,0.541974654,112.1560553,-11.51971889,1,0,0.820225806,0.002557258,0.250377419,0.036712212,168732.235,21.7235023,434
Aretha Franklin,927555,0.551486175,0.431235023,0.573806912,118.9340783,-10.75780415,1,0,0.604369677,0.00593847,0.259547696,0.060275576,217687.3664,30.86635945,434
Doris Day,189644,0.420640187,0.162301262,0.344906542,110.1250023,-15.27329206,1,0,0.876114486,0.008417077,0.197784813,0.04798785,170319.3925,13.86448598,428
George Strait,944084,0.624835681,0.484185446,0.563316901,122.6792113,-11.66871831,1,9,0.324950704,0.004746328,0.183237793,0.031178169,186386.8944,40.73943662,426
Van Morrison,307461,0.551522673,0.503299761,0.602200477,118.6375967,-11.26361337,1,7,0.400265994,0.025422724,0.229074224,0.056894033,275735.8735,34.97613365,419
Pink Floyd,346336,0.383257971,0.415595169,0.257658454,116.3254058,-15.17795169,1,7,0.38833553,0.299680868,0.353276812,0.059262802,313983.4928,45.28985507,414
Taylor Swift,472102,0.604399002,0.637630923,0.430920698,122.5748853,-6.077264339,1,7,0.179621172,0.000451794,0.154198504,0.052562594,239166.4414,57.159601,401
Sam Cooke,238115,0.463562025,0.451452911,0.60201519,113.2412253,-10.26968861,1,7,0.699296203,0.000255808,0.284136709,0.062101772,170138.6987,29.12911392,395
Billy Joel,85915,0.540984772,0.614515736,0.548052284,122.1437081,-9.268149746,1,0,0.366408325,0.02118912,0.258006599,0.058816497,260732.5457,40.14213198,394
Eric Clapton,187478,0.570606218,0.562859067,0.65373057,115.8703964,-11.2024456,1,7,0.35756916,0.15113145,0.344960881,0.052336269,271236.5907,36.01036269,386
Kiss,84209,0.501890052,0.857272251,0.55270733,129.668288,-6.994324607,1,1,0.170690924,0.073508203,0.340297382,0.081953927,226660.3298,35.87958115,382
Sarah Vaughan,204901,0.396687664,0.217473753,0.30104042,110.0801732,-13.60581627,1,10,0.869632546,0.000530908,0.231904987,0.049848294,192804.0682,15.3648294,381
John Williams,232480,0.271184392,0.176113545,0.174891534,103.9731587,-21.31712698,1,2,0.845084656,0.731911827,0.148706085,0.045877249,248382.4339,37.62169312,378
John Williams,1535255,0.271184392,0.176113545,0.174891534,103.9731587,-21.31712698,1,2,0.845084656,0.731911827,0.148706085,0.045877249,248382.4339,37.62169312,378
Talking Heads,131650,0.688538462,0.685092838,0.78321008,120.8723793,-9.406119363,1,2,0.146157695,0.118400668,0.279417772,0.049186472,260634.6472,36.22281167,377
Nat King Cole,317093,0.43465252,0.285111671,0.433865517,108.2423899,-13.58807427,1,0,0.78894695,0.077701568,0.178209019,0.05117374,164644.1565,24.41909814,377
Jimmy Buffett,350840,0.636127321,0.462122016,0.667419098,122.4274191,-13.3606313,1,7,0.371228806,0.009146047,0.186968435,0.043740318,226808.9204,34.4403183,377
Michael Jackson,467203,0.709715818,0.693224129,0.625393029,118.0909464,-7.211120643,1,11,0.255300434,0.045984616,0.196164879,0.069310456,265750.5737,48.61930295,373
Charles Mingus,9680,0.440409836,0.30293306,0.417417486,110.2909044,-15.56231148,1,5,0.691750273,0.238548155,0.220114208,0.063169399,393268.1066,16.63934426,366
The Cure,137390,0.576353591,0.699245912,0.571833149,129.6035055,-8.730930939,1,9,0.181891675,0.320825361,0.200335083,0.056762983,262027.8757,31.93646409,362
Genesis,199995,0.432175758,0.564746667,0.37555697,118.4097697,-11.26315758,1,7,0.254499173,0.105257869,0.25935697,0.04692,339852.897,30.45454545,330
Bill Evans Trio,781423,0.469152439,0.190610976,0.278113415,103.380061,-19.69291463,0,0,0.866676829,0.692688766,0.235028049,0.040917683,322456.4268,21.68292683,328
R.E.M.,325459,0.464802469,0.69312963,0.651211728,135.5778333,-9.491487654,1,2,0.142961451,0.113768794,0.180861111,0.041343827,230260.6481,36.84567901,324
Otis Redding,414251,0.630033951,0.396172531,0.625958642,128.8249722,-11.3287963,1,9,0.442303642,0.01453375,0.203656481,0.056233642,176261.0154,33.24691358,324
Bruce Springsteen,530745,0.466175,0.624289375,0.525870625,123.342775,-10.98615,1,5,0.236827075,0.022460991,0.399375,0.0514625,274719.1625,44.2,320
The Moody Blues,404434,0.366956113,0.489456426,0.406702194,114.1238527,-11.35815674,1,9,0.408954276,0.195887624,0.252684639,0.044727586,245753.6395,26.84952978,319
Asha Bhosle,615026,0.560216301,0.385200313,0.711097179,116.0947335,-10.55078997,1,3,0.917868339,0.170894864,0.227716928,0.165235423,234198.4044,4.990595611,319
Eagles,144847,0.528910256,0.547980769,0.563167949,115.7013846,-9.780705128,1,7,0.301341776,0.068530367,0.347826282,0.036770513,265786.4295,45.16666667,312
Peggy Lee,256349,0.580865385,0.232966346,0.514472436,115.5777372,-13.53125,1,7,0.808608974,0.017584907,0.176266346,0.051461859,166680.7212,18.95192308,312
Nirvana,355142,0.431448718,0.763891026,0.438763462,134.3521282,-8.324307692,1,1,0.107785083,0.107125463,0.179405769,0.061502564,213553.2564,46.11538462,312
Nirvana,357406,0.431448718,0.763891026,0.438763462,134.3521282,-8.324307692,1,1,0.107785083,0.107125463,0.179405769,0.061502564,213553.2564,46.11538462,312
Peggy Lee,467749,0.580865385,0.232966346,0.514472436,115.5777372,-13.53125,1,7,0.808608974,0.017584907,0.176266346,0.051461859,166680.7212,18.95192308,312
John Prine,814751,0.554326861,0.355010615,0.623508091,127.2847573,-15.7017055,1,7,0.558669903,0.004478615,0.216712945,0.039378964,208662.9935,35.54368932,309
Sonny Rollins,39656,0.532691558,0.382186364,0.587905844,113.6747565,-13.38235065,1,0,0.65249026,0.230452631,0.223808442,0.068841883,392076.5877,15.10714286,308
James Taylor,204386,0.605493506,0.340864286,0.509705195,111.0115909,-14.25425974,1,0,0.548295455,0.014883075,0.20443961,0.039788312,213511.9773,35.33116883,308
James Taylor,600069,0.605493506,0.340864286,0.509705195,111.0115909,-14.25425974,1,0,0.548295455,0.014883075,0.20443961,0.039788312,213511.9773,35.33116883,308
Chet Baker,94210,0.496606557,0.188885279,0.388791475,113.0094689,-15.80579016,1,0,0.901665574,0.444739584,0.153475082,0.045597377,242828.7246,23.94754098,305
Rush,203008,0.447393443,0.780438033,0.472221639,130.5766951,-9.191606557,1,2,0.091619336,0.097679931,0.334876066,0.052228852,353015.1246,35.96721311,305
Prince,361393,0.70057,0.549739333,0.624882,120.4341133,-12.22543333,1,1,0.199075553,0.062658519,0.221938,0.074522333,304491.34,41.02666667,300
AC/DC,574772,0.46912,0.850753333,0.495099333,128.7065667,-4.80952,1,9,0.030241769,0.227545577,0.291534,0.07204,263588.7333,48.84,300
Prince,1426748,0.70057,0.549739333,0.624882,120.4341133,-12.22543333,1,1,0.199075553,0.062658519,0.221938,0.074522333,304491.34,41.02666667,300
Prince,1589051,0.70057,0.549739333,0.624882,120.4341133,-12.22543333,1,1,0.199075553,0.062658519,0.221938,0.074522333,304491.34,41.02666667,300
Ramones,490004,0.433885135,0.881378378,0.730643243,161.842,-4.574844595,1,9,0.052094186,0.104842526,0.213824324,0.065688514,146842.2432,34.47972973,296
Neil Young,379125,0.511676871,0.397088776,0.494641497,126.1676871,-12.94232653,1,7,0.460808884,0.046175556,0.256286054,0.037686054,254191.5612,38.60544218,294
Julie London,247966,0.425232877,0.188913014,0.275021918,106.0867123,-14.6087911,1,10,0.815054795,0.006661404,0.164767808,0.047036986,156406.7842,21.18150685,292
Los Tigres del Norte,806336,0.753951724,0.518851724,0.893810345,123.4230414,-9.289872414,1,9,0.379285172,0.00015533,0.163390345,0.118936897,186968.8241,43.72068966,290
Stan Getz,742899,0.50130662,0.237281533,0.523630314,113.3128502,-16.69555401,1,5,0.87787108,0.313541324,0.163593031,0.047589547,305771.3937,21.55749129,287
Green Day,154544,0.403967972,0.898067616,0.656615658,138.0061352,-4.260135231,1,1,0.018499016,0.020254642,0.196684342,0.071501068,204988.3381,47.9252669,281
Marty Robbins,858710,0.578661922,0.339301779,0.547684698,114.5748007,-11.80440569,1,4,0.79980427,0.008368442,0.183820641,0.040553025,180774.1922,25.2455516,281
Bill Evans,61912,0.484232143,0.226041964,0.356796071,103.7140321,-17.88647857,1,0,0.879192857,0.63469645,0.1352225,0.0430875,310919.1286,25.90357143,280
Bill Evans,74005,0.484232143,0.226041964,0.356796071,103.7140321,-17.88647857,1,0,0.879192857,0.63469645,0.1352225,0.0430875,310919.1286,25.90357143,280
Bill Evans,764702,0.484232143,0.226041964,0.356796071,103.7140321,-17.88647857,1,0,0.879192857,0.63469645,0.1352225,0.0430875,310919.1286,25.90357143,280
Bee Gees,43714,0.558565056,0.510841636,0.597417844,107.1190781,-11.20418959,1,7,0.247673801,0.046172442,0.245669145,0.039677695,228251.3048,42.55390335,269
"Hank Williams, Jr.",117844,0.61872119,0.5316,0.650446097,116.3872454,-11.89030483,1,2,0.235157546,0.00091504,0.156217844,0.043622677,201087.342,35.99256506,269
Journey,291043,0.410356877,0.742483271,0.422063941,129.048171,-7.296828996,1,2,0.121833643,0.024602227,0.295605204,0.051767658,241786.7323,38.69144981,269
Depeche Mode,239921,0.614565543,0.686983521,0.605942697,122.395015,-10.61937828,1,0,0.242001491,0.22536953,0.219982397,0.040368539,266381.1536,34.65543071,267
Wings,956707,0.512932331,0.477409774,0.536397744,120.5492857,-12.24533835,1,2,0.316918767,0.052452587,0.322315789,0.047667669,244458.8421,34.92481203,266
Neil Diamond,864209,0.470415094,0.429215094,0.516642264,109.5706642,-13.32308302,1,9,0.412820747,0.04412927,0.22398566,0.043433208,205188.1509,35.5509434,265
Electric Light Orchestra,163229,0.49255303,0.56544697,0.532084848,122.037053,-9.983310606,1,9,0.450906288,0.06431968,0.265526515,0.040286364,247267.5,39.40909091,264
Aerosmith,604852,0.440015152,0.790477273,0.536305303,127.8730152,-7.660575758,1,9,0.078510877,0.033241413,0.263157576,0.04770303,266323.1364,40.34090909,264
Henry Mancini,678009,0.481968061,0.360790875,0.465709506,114.0843194,-13.68091635,1,0,0.775519392,0.495249366,0.140302662,0.036779468,166908.2662,19.7756654,263
Jackie Gleason,781399,0.207337643,0.261545247,0.136297338,97.0716692,-14.54041825,1,5,0.860669202,0.700557911,0.191253232,0.059745247,183971.2738,10.84030418,263
The Clash,75747,0.587847328,0.720984733,0.72319084,135.973084,-9.640061069,1,0,0.168645954,0.097506387,0.216041985,0.079187023,211560.8168,37.12977099,262
The Byrds,631774,0.469870229,0.57978626,0.662279389,120.5693893,-10.16083206,1,2,0.334328288,0.059134075,0.239381679,0.037782443,167257.4122,27.98473282,262
George Jones,944310,0.560083969,0.398629771,0.58990458,110.2770725,-11.88455725,1,7,0.600629771,0.006129247,0.211716412,0.038306489,165777.4046,28.71755725,262
B.B. King,59156,0.560192308,0.530993077,0.650284615,111.3493,-8.788769231,1,2,0.582336808,0.045337487,0.255784231,0.074404615,234464.7038,24.42692308,260
Sublime,486047,0.625940711,0.6366,0.602150198,110.4285455,-7.442711462,1,9,0.195147443,0.067418704,0.228813439,0.118516206,195151.7826,43.68379447,253
The Allman Brothers Band,745964,0.433880952,0.622920635,0.619611111,121.4961587,-11.12080952,1,2,0.331065,0.284138331,0.40630873,0.044062698,410198.1429,31.42857143,252
Dolly Parton,175286,0.576756,0.4114408,0.578124,114.726292,-11.248412,1,2,0.6101024,0.006576853,0.1782796,0.043718,181239.884,35.7,250
John Denver,811622,0.454088,0.3067312,0.501316,114.8428,-13.390004,1,7,0.6837224,0.00754684,0.2399684,0.053508,209270.52,35.256,250
Juan Gabriel,240252,0.55562753,0.417235628,0.654376518,125.6119393,-11.96406073,1,2,0.500041296,0.014073809,0.239296356,0.050465587,237622.5425,44.7611336,247
Santana,295756,0.497556911,0.64892439,0.616768293,125.7953374,-11.71621951,1,7,0.269571423,0.390385584,0.228116667,0.056142683,284211.4756,37.56097561,246
The Doors,114342,0.515804082,0.50487102,0.573706939,123.7465592,-12.87914286,1,9,0.387784653,0.072855605,0.261726531,0.089659592,218486.0531,43.51428571,245
The Weeknd,2674162,0.574808163,0.607873469,0.305189388,125.1252612,-7.230853061,0,0,0.271439469,0.010594388,0.201727755,0.086811429,273594.298,63.02040816,245
Dizzy Gillespie,162677,0.525371901,0.40945,0.580780992,119.0830909,-12.57143388,1,5,0.717049587,0.294046619,0.235383884,0.088381405,265951.4835,13.88429752,242
Judas Priest,246611,0.379957851,0.832305785,0.349302479,129.3976281,-5.981735537,1,9,0.035163908,0.048618117,0.315429752,0.080131405,262952.3967,36.91735537,242
The Isley Brothers,766893,0.579301653,0.593169421,0.696127273,122.516376,-9.67327686,1,11,0.477355934,0.020141207,0.22269876,0.066789256,252383.4835,31.68181818,242
The Smiths,899530,0.492231405,0.76953719,0.643503306,133.2931818,-7.345628099,1,4,0.108073433,0.073721497,0.249724793,0.046900826,225778.4132,46,242
ABBA,922728,0.575636364,0.647973554,0.667264463,121.8772314,-8.497115702,1,9,0.354483554,0.027731695,0.192939669,0.036741322,234265.7686,40.81818182,242
Creedence Clearwater Revival,131627,0.590091286,0.659186722,0.719427386,125.9987884,-9.559593361,1,2,0.123862098,0.130654605,0.247217427,0.045328216,217635.7137,45.26556017,241
Stevie Ray Vaughan,625739,0.433954167,0.637398333,0.622095833,126.1607708,-11.2536125,1,8,0.165813459,0.268776023,0.343759167,0.04970375,292606.725,37.94583333,240
Madonna,237205,0.691415254,0.668088136,0.6425,116.6145339,-9.514936441,1,0,0.221493466,0.050594032,0.136962288,0.047975424,286653.2542,47.44491525,236
Tom Waits,615119,0.541254237,0.337660424,0.454927966,113.1934915,-14.07751695,1,0,0.710422881,0.088132284,0.210289831,0.095911864,232713.3136,36.5,236
Madonna,1482685,0.691415254,0.668088136,0.6425,116.6145339,-9.514936441,1,0,0.221493466,0.050594032,0.136962288,0.047975424,286653.2542,47.44491525,236
John Mayer,239827,0.5866,0.535845957,0.4726,116.3503702,-8.77767234,1,7,0.385685957,0.041373221,0.278304681,0.038072766,263429.2426,56.14042553,235
Chris Brown,266063,0.660851064,0.640302128,0.486374468,116.2677149,-5.966251064,0,1,0.101892438,0.0000783,0.17256383,0.130031489,232704.4298,59.50638298,235
Alan Jackson,605375,0.631982833,0.532313305,0.581227468,124.435133,-9.479321888,1,7,0.324598712,0.004498584,0.169339914,0.03096309,210317.5708,44.73819742,233
Carmen Miranda,181694,0.707340517,0.321103448,0.839594828,115.7033448,-14.93200862,1,3,0.869590517,0.095969907,0.161414655,0.141951724,167915.9353,0.301724138,232
Chicago,110161,0.513408696,0.644233913,0.494073043,123.3195217,-8.142921739,1,0,0.255722709,0.118550492,0.184444348,0.052094783,257483.9565,35.57391304,230
Joni Mitchell,270491,0.530086957,0.281313043,0.44044087,112.3445217,-13.55567826,1,2,0.796693913,0.011046536,0.222925217,0.042878261,244066.1826,36.51304348,230
Bob Seger,72041,0.521458515,0.779864629,0.518900437,127.9662096,-5.713349345,1,9,0.165067231,0.026074295,0.360339738,0.067414847,261668.048,38.04366812,229
Phil Collins,337119,0.566262009,0.615571179,0.479417467,120.7830087,-8.933755459,1,5,0.322067834,0.077388281,0.215041048,0.044729694,262550.1616,44.75982533,229
Brian Eno,617196,0.315284279,0.261929956,0.233120961,104.0603712,-21.52916594,1,0,0.68806393,0.653108127,0.154937118,0.045024017,314970.1179,35.23580786,229
Frank Zappa,138699,0.471504425,0.626924779,0.581695575,123.9048274,-11.66858407,1,9,0.230758626,0.138717647,0.345417699,0.111336726,284193.5044,30.92920354,226
Los Bukis,833631,0.638044248,0.542433628,0.736513274,118.449469,-12.06022124,1,7,0.282396195,0.013567168,0.222712389,0.042180531,211483.4513,44.01769912,226
Antonio Aguilar,783909,0.560808889,0.404395556,0.841546667,137.4658844,-8.165377778,1,5,0.691512889,0.000230594,0.247951111,0.062758667,184324.8756,44.04,225
blink-182,757342,0.420121076,0.902973094,0.534625112,129.3624081,-5.954780269,1,11,0.018360797,0.022928452,0.280930045,0.083586099,181505.7803,48.65919283,223
Van Halen,260206,0.451810811,0.796585586,0.514382883,125.2862973,-8.482036036,1,8,0.130523054,0.062330957,0.183118018,0.068594595,232472.4234,43.05405405,222
Lefty Frizzell,190946,0.654932127,0.288664253,0.68859276,117.6458959,-12.64204525,1,4,0.746099548,0.005640214,0.161595023,0.035748416,162667.6154,9.954751131,221
Black Sabbath,771438,0.347427273,0.625708182,0.414307273,128.2412182,-11.72609091,1,9,0.137177332,0.152759764,0.195839091,0.051712727,319529.9545,35.67272727,220
Chuck Berry,120521,0.627401826,0.61643379,0.809753425,126.1924064,-10.25932877,1,0,0.683166301,0.120010244,0.192289498,0.061202283,157233.2922,29.72146119,219
The Dave Brubeck Quartet,142767,0.570415525,0.27113242,0.532666667,117.6735205,-16.47644292,0,5,0.785747032,0.371065711,0.235538813,0.045250685,337675.2831,21.21917808,219
Linda Ronstadt,686897,0.477657534,0.308821461,0.45413242,119.9540548,-13.23652968,1,0,0.550909836,0.008865686,0.162990868,0.035678082,196678.8356,32.51141553,219
Yes,685647,0.409238532,0.625788991,0.470899083,116.8221193,-9.560899083,1,9,0.228025596,0.148798197,0.245587156,0.053649541,411209.2936,33.33027523,218
Simon & Garfunkel,38936,0.449777778,0.365834259,0.498018519,114.6677593,-15.19071296,1,2,0.606558333,0.037404959,0.288266667,0.050705556,181690.0926,44.81481481,216
Kenny Chesney,68551,0.613157407,0.637194444,0.507143519,127.1594306,-7.817361111,1,7,0.201297407,0.002230684,0.185990741,0.039343519,238033.662,49.78703704,216
Luis Miguel,311680,0.501203704,0.621231481,0.479717593,123.2095278,-8.206787037,1,0,0.359390741,0.000567788,0.197405556,0.038814815,226163,52.2037037,216
Barbra Streisand,855531,0.364187963,0.295540278,0.295737037,107.0297824,-13.62372685,1,9,0.722081296,0.0166308,0.206386574,0.069607407,227347.9259,30.95833333,216
The Temptations,569685,0.595934884,0.551949767,0.731865116,118.6415814,-10.16135814,1,0,0.42869907,0.020458421,0.17908,0.043233953,220816.3302,30.53023256,215
Linkin Park,289599,0.551439252,0.852168224,0.471693925,120.2251636,-5.03721028,1,9,0.074499743,0.033996128,0.273914953,0.099327103,208277.8879,54.92523364,214
Jimi Hendrix,354105,0.424588785,0.716460748,0.53921028,120.2870935,-8.709448598,1,8,0.211139309,0.173331242,0.266326168,0.098659813,247888.3645,42.34579439,214
ZZ Top,690254,0.566728972,0.699850467,0.675056075,122.6733738,-9.818429907,1,7,0.15148215,0.100722457,0.220536449,0.055166355,223918.5421,39.76635514,214
Maria Callas,740576,0.297065421,0.167565654,0.151766355,96.50630374,-16.56410748,1,2,0.97478972,0.074306931,0.232441121,0.063324766,228590.9766,8.08411215,214
Alabama,936206,0.550579439,0.471923364,0.549300935,116.422229,-12.20866355,1,7,0.263359533,0.000867208,0.231711215,0.039712617,243665.3271,36.07009346,214
BeyoncÃ©,761179,0.580650943,0.596632075,0.460196698,124.0665377,-7.239061321,1,1,0.201047075,0.009554293,0.209908019,0.156194811,248368.4858,58.78301887,212
AntÃ´nio Carlos Jobim,781837,0.494698113,0.259355189,0.459161321,119.6893726,-17.02258491,1,2,0.729386792,0.287882644,0.158024057,0.047637736,205532.1226,37.81603774,212
The Band,38490,0.550151659,0.624270142,0.632281517,119.2822607,-9.367265403,1,0,0.38096019,0.040830955,0.284981991,0.063416588,247693.8341,32.26066351,211
Def Leppard,193320,0.486759615,0.865259615,0.489104808,122.8731779,-6.698259615,1,2,0.017183523,0.103833115,0.259557692,0.055485096,278233.0673,39.3125,208
JosÃ© Alfredo JimÃ©nez,267411,0.475043269,0.296105769,0.654413462,122.2161875,-12.3570625,1,0,0.695934135,0.0000937,0.260779808,0.062475,163613.1779,31.00961538,208
Harry Belafonte,952794,0.52478744,0.292848309,0.559783575,113.9339807,-14.8793913,1,5,0.815231884,0.011536233,0.261300966,0.152251208,220073.7874,19.73429952,207
Steely Dan,11707,0.673582524,0.523514563,0.709961165,116.0482427,-11.61228155,1,2,0.31531767,0.020056033,0.144756311,0.041818447,273574.4272,40.23300971,206
James Brown,128099,0.715538835,0.575140777,0.718131068,111.606301,-9.943849515,1,0,0.397507767,0.08310238,0.215480583,0.111401456,278525.6699,33.38349515,206
The Ventures,921965,0.560135922,0.610757282,0.751562136,125.1061068,-11.8032233,1,9,0.601995728,0.685292369,0.213166019,0.038966019,138745.5146,17.6407767,206
Paul Simon,31685,0.584126829,0.415799024,0.537373659,110.3826341,-13.53254146,1,5,0.641811707,0.043405401,0.152079512,0.049347805,222674.4244,39.46829268,205
Charlie Chaplin,205627,0.389520976,0.300586244,0.364654634,107.2892537,-12.6744,1,6,0.80755122,0.613660817,0.323931707,0.117956098,230517.9122,1.775609756,205
Dinah Washington,260038,0.441668293,0.242009756,0.381358049,109.1384537,-13.11069756,1,0,0.829721951,0.027092565,0.211625854,0.053166341,206142.2878,18.05853659,205
Mariah Carey,262255,0.572691176,0.55995098,0.418808824,119.6576863,-8.089406863,1,7,0.354196961,0.00070136,0.176653431,0.054518627,253607.4657,47.94607843,204
Rihanna,367188,0.634357843,0.674759804,0.485110784,121.6196618,-5.754617647,1,1,0.150559049,0.004765474,0.166439216,0.08275,226613.8775,61.74019608,204
Daryl Hall & John Oates,674887,0.68064532,0.581857143,0.790817734,123.8199951,-10.28271921,1,5,0.273099409,0.021960217,0.125738916,0.04984532,240561.931,37.09852217,203
